Username,Produk,Review,Rating,ReviewAt
limanlaksmiwati,Parfum Unisex,"Sesuai deskripsi, kualitas oke dan tahan lama.",5,2025-02-25
user_17066,Kursi Lipat,Pengiriman sangat lama.,2,2024-02-19
user_15893,Skincare Serum,Produk tidak sesuai gambar.,2,2024-01-02
user_16113,Powerbank,Sangat direkomendasikan untuk semua orang.,5,2023-02-04
hegahernaka,Promo Bed Cover Full Set Sprei Audrey Garden Mix Olive - Bunga - Hijau - 90x200 - 200x200 - Evedaily,"Desain:menarik
Ukuran:pas
Tekstur:baik

Pengiriman cepat, sesuai dgn ekspektasi, baguuus..",5,2025-05-16 19:46
user_6902,Celana Jeans,Terlalu mahal untuk kualitas seperti ini.,2,2023-06-26
user_24640,Headset Gaming,"Barang cacat, sangat mengecewakan.",1,2024-10-10
user_16863,Smartphone Android,Warna tidak sesuai pesanan.,1,2024-02-20
user_13885,Jam Tangan Digital,Ukuran tidak sesuai deskripsi.,2,2024-12-26
user_3478,Celana Jeans,Barang rusak saat diterima.,2,2024-06-15
user_6757,Lampu Tidur,Sesuai dengan rating dan review yang saya baca.,5,2024-07-12
user_12644,Keyboard Mechanical,Rating tinggi tapi kualitas rendah.,2,2024-10-13
user_24758,Skincare Serum,Sangat direkomendasikan untuk semua orang.,5,2023-02-22
user_24062,Skincare Serum,Warna dan bentuk persis seperti di gambar.,4,2023-12-27
b*****1,[100gr] Racun Petrokum Tikus Mati Kering Tanpa Bau Super Ampuh Pest Control Pembasmi Hama Trap 100 gr Umpan Rat Mouse Poison - OX,"Aroma:terapi
Paket:baik
Fungsi:racun tikus

Alhamdulillah paket datang sesuai estimasi, barang diterima dalam keadaan baik dapat digunakan sebagaimana mestinya, kualitas sepadan dengan harga, terima kasih.",5,2025-06-02 19:22
msihombing,Dompet Kulit,"Sudah belanja beberapa kali, selalu puas.",5,2024-09-04
user_21755,Smartphone Android,Baru dipakai sebentar sudah rusak.,1,2024-07-08
user_12060,Makeup Set,"Barang cacat, sangat mengecewakan.",2,2024-06-15
karta90,Sandals Pria,"Respon penjual cepat, barang dikirim hari itu juga.",4,2025-03-02
parman98,Lipstik Matte,"Sesuai deskripsi, kualitas oke dan tahan lama.",4,2024-09-21
user_22903,Jam Tangan Digital,Penjual tidak merespon chat.,1,2024-07-22
fifiiiii13,Gosh Amaryllis 305 Hand Bag,"Desain:GA DIKIRIM PAPERBAGNYA
Kualitas:GA DIKIRIM PAPERBAGNYA
Kapasitas:GA DIKIRIM PAPERBAGNYA",1,2025-06-13 01:22
purnawatimartani,Lipstik Matte,"Respon penjual cepat, barang dikirim hari itu juga.",4,2024-08-27
user_18824,Lampu Tidur,Sangat kecewa dengan produk ini.,1,2024-03-18
user_2776,Smartphone Android,Sangat kecewa dengan produk ini.,1,2024-07-21
user_23042,Powerbank,"Servis buruk, tidak profesional.",1,2023-09-27
user_2876,Keyboard Mechanical,Barang original dan berkualitas.,5,2023-05-10
user_19207,Powerbank,Harga terjangkau dengan kualitas oke.,4,2023-11-06
annisamaulidina03,Gosh Alessandria 498 Pump Shoes,"Styling:cantik
Kenyamanan:nyaman saat digunakan
Kualitas:tidak licin

cantik pol sepatunya",5,2025-06-08 19:14
user_878,Kemeja Pria,Packing asal-asalan.,2,2023-02-23
user_20914,Tas Wanita,"Puas banget, terima kasih seller!",4,2024-11-05
user_9045,Makeup Set,Pengiriman sangat lama.,1,2024-08-26
saptonodevi,Headset Bluetooth,"Sesuai deskripsi, kualitas oke dan tahan lama.",5,2024-11-26
user_15391,Kaos Polos,Sangat kecewa dengan produk ini.,1,2024-05-28
user_21967,Meja Belajar,Sangat kecewa dengan produk ini.,2,2024-11-29
user_18828,Flashdisk 64GB,Warna tidak sesuai pesanan.,1,2023-06-24
user_8862,Lampu Tidur,Suka banget sama produk ini.,5,2023-01-07
user_11218,Kursi Lipat,Baru dipakai sebentar sudah rusak.,1,2024-04-22
user_13620,Kaos Polos,Sesuai dengan rating dan review yang saya baca.,5,2024-02-10
user_23071,Skincare Serum,Kualitas sangat buruk.,1,2024-10-19
haeria72,Gosh Amaryllis 421 Hand Bag,Alhamdulillah terimakasih paket udah sampai dengan selamat tuk semua biar bintang yang bicara. Barangnya bagus Cuman sayangnya bukan kotak boknya cuman di kotakin pake gardus biasa 🙏🙏,5,2025-06-11 18:47
user_8384,Buku Catatan,"Servis buruk, tidak profesional.",1,2024-11-04
user_652,Smartphone Android,Sangat direkomendasikan untuk semua orang.,5,2024-05-12
user_3340,Mouse Wireless,Sangat kecewa dengan produk ini.,1,2024-07-27
user_9583,Flashdisk 64GB,"Barang cacat, sangat mengecewakan.",2,2023-11-05
user_7693,Skincare Serum,Barang rusak saat diterima.,1,2023-06-14
user_5661,Meja Belajar,Penjual tidak merespon chat.,1,2023-10-29
user_386,Flashdisk 64GB,Pengiriman cepat dan aman.,4,2023-11-09
cahyantousada,Lipstik Matte,Barang sampai dengan aman dan cepat.,5,2025-01-02
user_6838,Buku Catatan,Penjual tidak merespon chat.,2,2023-10-10
user_1374,Skincare Serum,Kualitas sangat buruk.,2,2023-06-17
user_12636,Meja Belajar,Tidak direkomendasikan sama sekali.,1,2023-11-15
user_14827,Celana Jeans,Barang rusak saat diterima.,1,2023-02-21
user_7733,Kemeja Pria,Barang datang lebih cepat dari perkiraan.,5,2024-01-25
spratiwi,Celana Jeans,"Pengiriman cepat, packing rapi. Recommended!",5,2024-06-20
user_15520,Flashdisk 64GB,Ukuran tidak sesuai deskripsi.,2,2023-07-13
user_3134,Keyboard Mechanical,Warna dan bentuk persis seperti di gambar.,5,2023-02-24
user_13180,Kursi Lipat,Worth it banget untuk harga segini.,5,2023-02-08
user_14127,Lampu Tidur,Top banget! Bakal order lagi nanti.,5,2023-12-29
elmamandala,Dompet Kulit,"Pengiriman cepat, packing rapi. Recommended!",5,2025-03-15
user_1455,Flashdisk 64GB,Penjual tidak merespon chat.,1,2023-10-14
user_22642,Smartphone Android,Packing asal-asalan.,1,2024-10-17
user_9387,Mouse Wireless,"Beli karena review bagus, ternyata zonk.",1,2023-09-08
user_23318,Headset Gaming,Ukuran tidak sesuai deskripsi.,1,2023-02-13
user_22128,Kursi Lipat,Rating tinggi tapi kualitas rendah.,1,2024-01-20
user_14021,Lampu Tidur,"Barang cacat, sangat mengecewakan.",2,2024-08-25
user_22396,Meja Belajar,"Barang palsu, bukan original.",1,2024-04-25
user_1615,Lampu Tidur,Warna dan bentuk persis seperti di gambar.,5,2023-08-02
user_13105,Flashdisk 64GB,Pengiriman sangat lama.,1,2023-04-24
user_13,Powerbank,Barang tidak berfungsi dengan baik.,1,2023-03-21
user_3717,Headset Gaming,Ukuran tidak sesuai deskripsi.,2,2024-03-12
hyolanda,Jaket Hoodie,"Warnanya cantik dan tahan lama, puas banget!",5,2024-10-09
lenika29,Sepatu slipon ringan triset,"terima kasih paketnya sudah sampai dengan selamat, sesuai dengan pict 😁 barang ori",5,2021-05-04 09:29
zelayawastuti,Headset Bluetooth,"Produk bagus, bahan adem dan sesuai gambar.",5,2025-03-26
user_21322,Lampu Tidur,Barang rusak saat diterima.,1,2024-08-20
user_18518,Tas Wanita,Ukuran tidak sesuai deskripsi.,2,2024-11-04
respati29,Keyboard Mechanical,"Pengiriman cepat, packing rapi. Recommended!",5,2024-09-22
daru88,Celana Jeans,"Respon penjual cepat, barang dikirim hari itu juga.",5,2025-04-25
user_23898,Parfum Wanita,Barang tidak berfungsi dengan baik.,1,2023-09-29
malikasetiawan,Celana Jeans,"Sudah belanja beberapa kali, selalu puas.",5,2025-05-02
caketjailani,Jam Tangan Digital,"Sudah belanja beberapa kali, selalu puas.",5,2025-04-06
user_12579,Lampu Tidur,Baru dipakai sebentar sudah rusak.,1,2024-11-23
user_15509,Rak Sepatu,Sangat direkomendasikan untuk semua orang.,5,2023-03-14
user_12540,Rak Sepatu,"Barang cacat, sangat mengecewakan.",2,2023-03-14
bakiadimulyani,Lipstik Matte,Barang sampai dengan aman dan cepat.,5,2024-11-30
user_3741,Keyboard Mechanical,Sangat kecewa dengan produk ini.,1,2023-02-26
user_10224,Skincare Serum,Pengiriman sangat lama.,1,2024-03-17
user_23507,Keyboard Mechanical,Sudah komplain tapi tidak ada solusi.,2,2023-07-17
user_21055,Lampu Tidur,"Beli karena review bagus, ternyata zonk.",2,2024-04-06
wwacana,Sepatu Sneakers,"Pengiriman cepat, packing rapi. Recommended!",4,2024-12-14
putuseni0112,SKINTIFIC - 5X Ceramide Low pH Cleanser 80ml |  Skin Barrier Facial Wash Cleanser Face Wash Sabun Cuci Muka Acner Glowing Barrier Anti-Aging Brightening Whitening Calming Peeling Dark Spot cleanser with Ceramide Amino acid Hyaluronic a,"Tekstur:sangat lembut dan nyaman
Keaslian:prodyk asli sesuai dgn pabrikan
Kenyamanan:bahan sangat lembut dan nyaman dipakai

Cocok u tuk membersihkan kulit wajah",5,2025-06-13 09:50
user_14483,Smartphone Android,Tidak direkomendasikan sama sekali.,2,2023-01-30
user_9673,Sepatu Sneakers,Harga terjangkau dengan kualitas oke.,4,2024-11-21
user_8723,Jam Tangan Digital,Produk sangat bagus dan sesuai deskripsi!,4,2023-02-06
user_14999,Skincare Serum,Pengiriman sangat lama.,1,2023-06-30
user_8226,Kaos Polos,Baru dipakai sebentar sudah rusak.,1,2023-10-27
eva20,Headset Bluetooth,"Packing rapi banget, penjual ramah.",5,2025-04-21
user_24746,Kemeja Pria,Sangat kecewa dengan produk ini.,1,2023-02-09
user_16020,Meja Belajar,Tidak direkomendasikan sama sekali.,1,2023-10-30
silviatamba,Headset Bluetooth,Produk original dan kualitasnya premium.,5,2024-06-18
user_10596,Lampu Tidur,Warna dan bentuk persis seperti di gambar.,5,2024-04-17
fathonah15,Dompet Kulit,Barang sampai dengan aman dan cepat.,4,2024-08-28
user_1610,Celana Jeans,Baru dipakai sebentar sudah rusak.,1,2023-10-01
user_11354,Makeup Set,Produk sangat bagus dan sesuai deskripsi!,4,2024-10-15
vnajmudin,Headset Bluetooth,"Respon penjual cepat, barang dikirim hari itu juga.",5,2025-05-23
ltarihoran,Kemeja Polos,"Sudah belanja beberapa kali, selalu puas.",5,2024-11-21
user_12849,Lampu Tidur,Pengiriman sangat lama.,1,2023-05-15
user_9341,Rak Sepatu,Worth it banget untuk harga segini.,5,2023-02-20
user_1896,Buku Catatan,Pengiriman sangat lama.,2,2023-08-10
user_7832,Powerbank,Sangat kecewa dengan produk ini.,2,2024-06-07
user_20901,Lampu Tidur,Penjual sangat ramah dan fast respon.,5,2024-07-12
user_14849,Rak Sepatu,Produk kotor dan tidak layak pakai.,1,2023-12-26
user_19339,Tas Wanita,Sudah beli berkali-kali di sini dan selalu puas.,4,2023-02-24
user_5622,Parfum Wanita,Warna tidak sesuai pesanan.,1,2024-08-19
user_9054,Powerbank,"Pelayanan cepat, packing aman, produk oke!",5,2023-01-04
user_15987,Kaos Polos,Penjual tidak merespon chat.,2,2024-01-18
user_24281,Buku Catatan,Packing asal-asalan.,1,2024-06-26
user_21252,Kursi Lipat,Sudah komplain tapi tidak ada solusi.,2,2023-03-28
dasa98,Powerbank 10000mAh,"Warnanya cantik dan tahan lama, puas banget!",5,2025-04-25
violethutagalung,Sepatu Sneakers,"Warnanya cantik dan tahan lama, puas banget!",5,2025-05-28
user_19322,Skincare Serum,Packing rapi dan aman sampai tujuan.,5,2024-02-09
daliminprastuti,Sandals Pria,"Produk bagus, bahan adem dan sesuai gambar.",5,2024-07-13
user_14803,Mouse Wireless,Barang tidak berfungsi dengan baik.,1,2024-07-12
user_2253,Tas Wanita,"Barang cacat, sangat mengecewakan.",1,2024-04-03
user_22145,Kemeja Pria,Barang rusak saat diterima.,2,2023-10-14
user_3435,Lampu Tidur,Ukuran pas dan sesuai pesanan.,5,2024-05-14
user_1480,Parfum Wanita,Top banget! Bakal order lagi nanti.,5,2024-05-21
user_2527,Lampu Tidur,Baru dipakai sebentar sudah rusak.,1,2024-04-04
user_4962,Flashdisk 64GB,Ukuran pas dan sesuai pesanan.,5,2023-03-27
estiawan38,Tumbler Stainless,"Harga terjangkau, kualitas mantap!",5,2024-11-06
pwasita,Headset Bluetooth,"Sudah belanja beberapa kali, selalu puas.",5,2025-06-11
user_10606,Powerbank,"Servis buruk, tidak profesional.",1,2023-04-03
user_6625,Kursi Lipat,Sangat kecewa dengan produk ini.,1,2024-08-07
user_13326,Meja Belajar,Penjual tidak merespon chat.,2,2024-01-14
user_22989,Flashdisk 64GB,Packing rapi dan aman sampai tujuan.,4,2024-09-26
user_22743,Rak Sepatu,Kualitas sangat buruk.,1,2023-12-09
user_19064,Meja Belajar,Sangat direkomendasikan untuk semua orang.,5,2023-06-29
user_24791,Keyboard Mechanical,Baru dipakai sebentar sudah rusak.,2,2023-08-21
user_14134,Kaos Polos,Warna tidak sesuai pesanan.,1,2023-02-14
user_18202,Keyboard Mechanical,"Mantap, gak nyesel beli di sini.",4,2023-03-18
padmasaridrajat,Tumbler Stainless,Barang sampai dengan aman dan cepat.,5,2024-11-17
user_11282,Powerbank,Warna tidak sesuai pesanan.,2,2024-04-17
user_15126,Mouse Wireless,Barang rusak saat diterima.,1,2023-04-27
riyantidariati,Sepatu Sneakers,"Sesuai deskripsi, kualitas oke dan tahan lama.",5,2024-10-27
user_23720,Kemeja Pria,Pengiriman sangat lama.,2,2023-06-23
user_22169,Lampu Tidur,Rating tinggi tapi kualitas rendah.,2,2024-11-02
user_8893,Kemeja Pria,"Barang cacat, sangat mengecewakan.",2,2023-05-26
user_18162,Mouse Wireless,Sangat kecewa dengan produk ini.,2,2023-09-07
user_24796,Celana Jeans,"Beli karena review bagus, ternyata zonk.",2,2024-06-07
user_8306,Sepatu Sneakers,Barang rusak saat diterima.,1,2024-04-20
user_20212,Kemeja Pria,Penjual tidak merespon chat.,1,2023-12-20
user_19548,Mouse Wireless,"Beli karena review bagus, ternyata zonk.",1,2023-09-09
user_2395,Keyboard Mechanical,Top banget! Bakal order lagi nanti.,5,2023-07-01
gdabukke,Kemeja Polos,"Harga terjangkau, kualitas mantap!",4,2025-02-17
user_17242,Makeup Set,Rating tinggi tapi kualitas rendah.,1,2024-02-13
user_12357,Buku Catatan,"Mantap, gak nyesel beli di sini.",5,2023-07-16
budiyantoalambana,Tas Ransel,Produk original dan kualitasnya premium.,5,2025-05-30
user_21775,Tas Wanita,"Barang cacat, sangat mengecewakan.",1,2023-11-08
user_10181,Celana Jeans,"Barang cacat, sangat mengecewakan.",2,2024-12-17
user_8920,Buku Catatan,Sudah komplain tapi tidak ada solusi.,2,2024-12-27
simbolonzahra,Dompet Kulit,"Respon penjual cepat, barang dikirim hari itu juga.",4,2024-10-24
megantaraana,Sepatu Sneakers,Produk original dan kualitasnya premium.,5,2025-02-04
user_22928,Kemeja Pria,"Servis buruk, tidak profesional.",1,2023-01-23
user_24866,Powerbank,Ukuran tidak sesuai deskripsi.,1,2023-11-07
celinecantik449,[New Launch] SKINTIFlC - Invisiblur All Day Loose Powder | Bedak Tabur Setting Powder Foundation Bedak padat 16H Oil Control Perfect Blur Flawless Skin Sweat-proof Water-proof focallure,"Packingan buruk
Exp terlalu dekat!!
Pengiriman lambat",1,2025-06-12 20:06
user_7230,Parfum Wanita,Worth it banget untuk harga segini.,5,2023-08-10
user_9076,Jam Tangan Digital,"Barang palsu, bukan original.",1,2023-01-19
rpudjiastuti,Dompet Kulit,"Sesuai deskripsi, kualitas oke dan tahan lama.",5,2025-01-10
user_14398,Headset Gaming,Top banget! Bakal order lagi nanti.,5,2024-12-12
user_21556,Buku Catatan,"Barang palsu, bukan original.",2,2024-09-03
user_2081,Headset Gaming,"Puas banget, terima kasih seller!",5,2024-05-16
user_15580,Kursi Lipat,Worth it banget untuk harga segini.,5,2023-02-25
user_11729,Meja Belajar,Sangat kecewa dengan produk ini.,2,2024-09-07
fifiiiii13,Gosh Amaryllis 305 Hand Bag,"Desain:GA DIKIRIM PAPERBAGNYA
Kualitas:GA DIKIRIM PAPERBAGNYA
Kapasitas:GA DIKIRIM PAPERBAGNYA",1,2025-06-13 01:22
hanakimmye,Bed Cover Set Serenity Marble Mix Biru Waardaah - 90x200 - 200x200 - Evedaily,"Tekstur:sangat lembut dan nyaman
Kenyamanan:terasa sejuk saat di pakai
Desain:motif yang lucu dan menarik

Bagus motif nya sukaaa.. Terimakasih",5,2025-05-26 14:41
user_2921,Lampu Tidur,Penjual tidak merespon chat.,2,2023-01-21
wfirgantoro,Celana Jeans,"Sesuai deskripsi, kualitas oke dan tahan lama.",5,2024-07-09
djanuar,Powerbank 10000mAh,"Pengiriman cepat, packing rapi. Recommended!",4,2024-11-23
user_11246,Mouse Wireless,Warna tidak sesuai pesanan.,2,2023-08-20
user_16209,Powerbank,Produk tidak sesuai gambar.,1,2023-08-13
user_24894,Celana Jeans,Baru dipakai sebentar sudah rusak.,2,2023-12-05
user_17670,Headset Gaming,"Barang cacat, sangat mengecewakan.",2,2024-03-23
jnasyiah,Kaos Oblong,"Sudah belanja beberapa kali, selalu puas.",4,2025-01-06
tini.fitria10,SKINTIFIC - 377 Dark Spot 2pcs Set | Moisture Gel 30g + Serum 20ml | Niacinamide Brightening Tranexamic Acid Lightening Acne Glowing Barrier Anti-Aging Brightening Whitening Blackhead Removal Peeling Paket-Skincare,"Tekstur:balum tau
Daya Serap:belum dicoba
Keaslian:kurang tau

Pengiriman sangat cepat...harga terjangmau..pengemasan rapi...
Semoga cocok untuk menghilangkan flek dan kusam wajah",5,2025-05-27 20:44
veromegantara,Dompet Kulit,"Respon penjual cepat, barang dikirim hari itu juga.",5,2025-04-13
user_16228,Buku Catatan,Baru dipakai sebentar sudah rusak.,2,2024-08-17
user_14529,Kemeja Pria,Sudah beli berkali-kali di sini dan selalu puas.,5,2024-03-20
user_12830,Lampu Tidur,"Barang palsu, bukan original.",2,2024-08-08
user_18360,Tas Wanita,Barang rusak saat diterima.,2,2024-03-21
inapitupulu,Tumbler Stainless,"Packing rapi banget, penjual ramah.",5,2025-05-23
user_560,Mouse Wireless,Sudah beli berkali-kali di sini dan selalu puas.,5,2024-06-11
user_24102,Powerbank,Tidak direkomendasikan sama sekali.,1,2023-01-21
sitorusifa,Celana Jeans,"Sesuai deskripsi, kualitas oke dan tahan lama.",4,2024-08-12
user_187,Powerbank,Barang original dan berkualitas.,5,2024-06-13
user_19736,Kursi Lipat,Baru dipakai sebentar sudah rusak.,1,2024-03-31
user_12588,Rak Sepatu,Ukuran tidak sesuai deskripsi.,1,2024-05-08
user_24642,Powerbank,Kualitas sangat buruk.,2,2023-09-05
user_16209,Mouse Wireless,Tidak direkomendasikan sama sekali.,1,2024-01-21
user_17690,Tas Wanita,Barang original dan berkualitas.,4,2023-06-22
user_16426,Makeup Set,"Barang cacat, sangat mengecewakan.",2,2023-05-06
dodomangunsong,Jam Tangan Digital,"Warnanya cantik dan tahan lama, puas banget!",4,2024-12-15
wwijayanti,Celana Jeans,"Harga terjangkau, kualitas mantap!",5,2025-04-04
user_14187,Mouse Wireless,Penjual sangat ramah dan fast respon.,5,2023-01-16
prasetyapudjiastuti,Celana Jeans,"Respon penjual cepat, barang dikirim hari itu juga.",5,2025-05-30
halimautama,Jam Tangan Digital,Barang sampai dengan aman dan cepat.,5,2025-02-03
user_8749,Rak Sepatu,Rating tinggi tapi kualitas rendah.,2,2024-11-04
firgantorobakda,Sepatu Sneakers,"Pengiriman cepat, packing rapi. Recommended!",5,2024-07-21
user_7240,Mouse Wireless,Sudah beli berkali-kali di sini dan selalu puas.,4,2023-12-06
erik22,Celana Jeans,"Sesuai deskripsi, kualitas oke dan tahan lama.",5,2024-11-27
user_5502,Flashdisk 64GB,"Servis buruk, tidak profesional.",2,2024-10-05
user_19242,Headset Gaming,Pengiriman cepat dan aman.,5,2023-11-23
user_21431,Kursi Lipat,"Servis buruk, tidak profesional.",1,2024-12-25
user_20997,Lampu Tidur,Sangat kecewa dengan produk ini.,1,2024-05-17
user_23803,Flashdisk 64GB,Warna tidak sesuai pesanan.,1,2023-01-20
user_19923,Powerbank,Suka banget sama produk ini.,5,2023-01-27
aurora06,Keyboard Mechanical,"Sesuai deskripsi, kualitas oke dan tahan lama.",5,2024-08-13
user_1990,Skincare Serum,"Barang palsu, bukan original.",2,2024-05-25
user_2394,Smartphone Android,Barang tidak berfungsi dengan baik.,2,2023-10-08
jono67,Powerbank 10000mAh,"Packing rapi banget, penjual ramah.",5,2025-01-06
user_8480,Kaos Polos,"Pelayanan cepat, packing aman, produk oke!",4,2023-02-09
user_8876,Lampu Tidur,Pengiriman cepat dan aman.,5,2024-10-24
user_6779,Kaos Polos,"Barang cacat, sangat mengecewakan.",2,2023-05-06
karimahnuraini,Jam Tangan Digital,"Pengiriman cepat, packing rapi. Recommended!",4,2024-11-27
iragading,Nevada Phy002 Sandal Slipper Wanita 113962947,Mampir yuk di toko kami menjual busana muslim modern,5,2025-06-12 05:51
user_22583,Lampu Tidur,Produk sangat bagus dan sesuai deskripsi!,4,2024-04-19
user_15513,Headset Gaming,Produk kotor dan tidak layak pakai.,1,2023-06-25
hakimhamzah,Headset Bluetooth,Produk original dan kualitasnya premium.,5,2024-07-16
user_20971,Meja Belajar,Pengiriman sangat lama.,1,2024-06-29
user_18349,Skincare Serum,"Barang palsu, bukan original.",2,2023-12-18
user_3916,Kursi Lipat,Barang tidak berfungsi dengan baik.,1,2023-01-29
user_10806,Tas Wanita,Barang datang lebih cepat dari perkiraan.,5,2023-09-14
user_22996,Celana Jeans,Warna tidak sesuai pesanan.,1,2024-02-29
candra12,Tas Ransel,"Sudah belanja beberapa kali, selalu puas.",4,2025-01-16
irmayolanda,Parfum Unisex,"Sudah belanja beberapa kali, selalu puas.",4,2025-01-03
user_8899,Flashdisk 64GB,Baru dipakai sebentar sudah rusak.,1,2024-05-29
user_15222,Celana Jeans,Terlalu mahal untuk kualitas seperti ini.,2,2024-04-21
user_18322,Kursi Lipat,Pengiriman cepat dan aman.,5,2024-08-26
user_464,Meja Belajar,Kualitas sangat buruk.,1,2023-04-05
user_1823,Celana Jeans,"Barang palsu, bukan original.",1,2024-06-18
oadriansyah,Celana Jeans,"Produk bagus, bahan adem dan sesuai gambar.",5,2024-07-14
user_2259,Celana Jeans,Baru dipakai sebentar sudah rusak.,1,2023-03-03
astrid5857,URBAN&CO Woman Sepatu Wanita Hak TInggi Wedges - Charlote,"Durabilitas:kualitasnya bagus
Kenyamanan:nyaman
Desain:menarik

Harus up 1 nomor di atas dari ukuran kaki",5,2025-06-13 12:31
user_14364,Buku Catatan,Sangat kecewa dengan produk ini.,1,2024-06-19
user_17194,Makeup Set,Barang tidak berfungsi dengan baik.,2,2023-02-08
jprasasta,Kaos Oblong,"Packing rapi banget, penjual ramah.",4,2025-06-13
user_23896,Powerbank,Kualitas sangat buruk.,2,2023-09-19
setiawanpaiman,Headset Bluetooth,oke produk ori kualitas bagus oke worth it wangi,4,2025-04-28
user_868,Rak Sepatu,Terlalu mahal untuk kualitas seperti ini.,1,2024-07-17
user_8435,Jam Tangan Digital,Tidak direkomendasikan sama sekali.,1,2023-08-07
user_9116,Headset Gaming,Rating tinggi tapi kualitas rendah.,1,2024-05-31
ositumorang,Parfum Unisex,"Sudah belanja beberapa kali, selalu puas.",4,2025-06-06
user_23427,Parfum Wanita,Pengiriman cepat dan aman.,4,2023-05-25
user_23078,Lampu Tidur,Produk kotor dan tidak layak pakai.,1,2023-12-20
user_21718,Lampu Tidur,Penjual tidak merespon chat.,1,2024-08-28
user_5089,Headset Gaming,Warna dan bentuk persis seperti di gambar.,5,2023-08-15
galakbudiyanto,Tumbler Stainless,"Packing rapi banget, penjual ramah.",4,2024-10-16
user_23724,Kaos Polos,Kualitas sangat buruk.,1,2024-09-17
user_13872,Makeup Set,Sudah komplain tapi tidak ada solusi.,2,2024-02-18
budimanmartani,Dompet Kulit,"Warnanya cantik dan tahan lama, puas banget!",5,2024-09-20
user_1983,Tas Wanita,Pengiriman sangat lama.,1,2023-09-21
user_11996,Skincare Serum,Rating tinggi tapi kualitas rendah.,2,2023-05-03
user_24178,Kaos Polos,Produk tidak sesuai gambar.,1,2024-09-13
user_17165,Mouse Wireless,Terlalu mahal untuk kualitas seperti ini.,2,2024-08-21
malik92,Dompet Kulit,Barang sampai dengan aman dan cepat.,5,2025-05-06
rajasakiandra,Headset Bluetooth,Produk original dan kualitasnya premium.,5,2024-08-04
user_24773,Makeup Set,Packing asal-asalan.,2,2023-11-03
user_3138,Buku Catatan,Terlalu mahal untuk kualitas seperti ini.,2,2024-01-27
user_18365,Sepatu Sneakers,Ukuran tidak sesuai deskripsi.,2,2024-05-20
user_19850,Buku Catatan,Sangat kecewa dengan produk ini.,1,2024-08-24
user_5066,Kemeja Pria,Sesuai dengan rating dan review yang saya baca.,5,2024-11-03
user_10533,Meja Belajar,Penjual tidak merespon chat.,1,2023-11-21
user_5218,Powerbank,Produk kotor dan tidak layak pakai.,2,2024-09-28
sihombingfebi,Dompet Kulit,"Pengiriman cepat, packing rapi. Recommended!",5,2025-06-06
user_4414,Mouse Wireless,Barang rusak saat diterima.,2,2023-12-26
s*****1,Oneda Tracy Tas Selempang Wanita Slempang Cewek #S2001,"bagus banget packing aman juga, ndak nyesel beli oneda akhirnyaa🥹sukak😍",5,2025-06-11 19:35
user_2531,Makeup Set,Ukuran tidak sesuai deskripsi.,1,2023-12-20
user_2972,Smartphone Android,Barang rusak saat diterima.,2,2024-06-04
user_19992,Celana Jeans,Penjual sangat ramah dan fast respon.,4,2024-11-22
natalia86,Keyboard Mechanical,Barang sampai dengan aman dan cepat.,5,2024-08-10
user_11469,Mouse Wireless,Packing asal-asalan.,1,2024-06-26
user_13122,Jam Tangan Digital,Warna dan bentuk persis seperti di gambar.,5,2024-04-06
n*****y,Gosh Zinnia 434 Backpack,"Desain:biasa
Kapasitas:biasa
Pas untuk Acara:untuk school, jalan² juga oke

kok GOSH semakin kesini kwalitasnya kurang..
g seperti dulu Krn saya pengguna gosh dari zaman saya masih SMP, dan sekarang turun ke anak saya
minta tolong kwalitasnya dijaga

untuk jas akirim paket sudah terkoyak dan sepertinya sudah dibuka paketnya",2,2025-06-10 11:41
liliutami,Powerbank 10000mAh,"Respon penjual cepat, barang dikirim hari itu juga.",5,2024-09-10
user_4028,Buku Catatan,Terlalu mahal untuk kualitas seperti ini.,1,2024-03-28
user_11484,Sepatu Sneakers,"Beli karena review bagus, ternyata zonk.",2,2023-05-04
user_17931,Celana Jeans,Kualitas sangat buruk.,1,2024-11-23
user_24318,Meja Belajar,Barang rusak saat diterima.,2,2023-09-13
xnatsir,Tas Ransel,"Produk bagus, bahan adem dan sesuai gambar.",5,2024-08-18
khayla2003almira,Sandal Jepit Anak LED Nevada Disney,Realpict anak ku suka sukses selalu buat tokonya,5,2024-03-14 12:06
jtfjpr,Sandal Wedges Anak LED Nevada Disney,"Warna:biru
Tampilan:perfect

owner jujur
barang memuaskan😍😍😍",5,2024-04-09 03:40
user_4811,Kaos Polos,Terlalu mahal untuk kualitas seperti ini.,1,2024-04-10
user_5170,Celana Jeans,Kualitas sangat buruk.,2,2023-10-08
user_7123,Smartphone Android,Packing rapi dan aman sampai tujuan.,4,2023-04-07
user_771,Headset Gaming,Produk kotor dan tidak layak pakai.,1,2024-07-01
dyolanda,Celana Jeans,"Warnanya cantik dan tahan lama, puas banget!",5,2024-08-02
user_21198,Sepatu Sneakers,"Servis buruk, tidak profesional.",2,2023-03-01
raden55,Celana Jeans,"Produk bagus, bahan adem dan sesuai gambar.",5,2024-12-12
user_11975,Tas Wanita,Terlalu mahal untuk kualitas seperti ini.,1,2023-11-07
karimahrahmawati,Dompet Kulit,"Produk bagus, bahan adem dan sesuai gambar.",5,2025-04-15
