Username,Produk,Review,Rating,ReviewAt,Label
user_19079,Parfum Wanita,Barang original dan berkualitas.,4,2023-05-08,1
gandi09,Dompet Kulit,Produk original dan kualitasnya premium.,5,2024-10-15,1
hassanahlatif,Sandals Pria,Barang sampai dengan aman dan cepat.,4,2025-03-07,1
januarcahyadi,Tas Ransel,"Warnanya cantik dan tahan lama, puas banget!",5,2024-06-27,1
hakimprabawa,Parfum Unisex,"Respon penjual cepat, barang dikirim hari itu juga.",4,2025-03-20,1
user_12035,Parfum Wanita,Tidak direkomendasikan sama sekali.,3,2024-04-28,0
a*****7,SKINTIFIC - 5X Ceramide Soothing Calming Moisture Toner 80ml | Exfoliating Brightening Toner Eksfoliasi Wajah Acnes Badan Calm Down Hydrating Toner Wajah Acner Glowing Barrie Anti-Aging Whitening Barrier Untuk Semua Jenis Kulit Sensitif,"Tekstur:ringan seperti air
Cocok untuk:semua tipe kulit
Keaslian:autentik

Alhamdulillah, selalu suka dgn produk skintific yg berkualitas sesuai harganya. Yg biru ini memang bagus bisa buat semua tipe kulit dan juga skin barrier. Thanks seller dan kurir, semoga amanah dan berkah slalu",5,2025-06-06 14:50,1
user_21525,Smartphone Android,Penjual sangat ramah dan fast respon.,5,2024-09-11,1
user_1414,Flashdisk 64GB,Sangat direkomendasikan untuk semua orang.,4,2024-06-09,1
user_321,Powerbank,Sangat direkomendasikan untuk semua orang.,4,2023-12-09,1
user_21206,Headset Gaming,Sangat direkomendasikan untuk semua orang.,5,2024-04-16,1
user_8184,Tas Wanita,Rating tinggi tapi kualitas rendah.,1,2024-02-22,0
najamsetiawan,Kaos Oblong,"Sesuai deskripsi, kualitas oke dan tahan lama.",4,2024-06-19,1
d*****2,Gantungan Baju Belakang Pintu Hook 6 Nice Day Hanger Niceday Besi Lap Pengait Celana Niceday OX Organizer 6in1,"Barang nya sudah nyampe
Sesuai pesanan
Packing nya juga aman dan rapi
Pengiriman nya jg cepat
Terima kasih kk 🙏🏻",5,2025-06-01 11:11,1
victoria22,Keyboard Mechanical,"Sudah belanja beberapa kali, selalu puas.",5,2025-01-23,1
user_8678,Mouse Wireless,Suka banget sama produk ini.,5,2023-02-10,1
user_18427,Mouse Wireless,Ukuran pas dan sesuai pesanan.,5,2024-02-13,1
kalimbudiyanto,Tas Ransel,"Warnanya cantik dan tahan lama, puas banget!",5,2025-01-24,1
gmandala,Celana Jeans,"Packing rapi banget, penjual ramah.",5,2024-06-14,1
maryatilutfan,Headset Bluetooth,"Respon penjual cepat, barang dikirim hari itu juga.",4,2025-01-10,1
vinsen03,Tumbler Stainless,"Respon penjual cepat, barang dikirim hari itu juga.",5,2024-11-18,1
user_6998,Kaos Polos,Produk kotor dan tidak layak pakai.,2,2024-05-12,0
user_21762,Keyboard Mechanical,Top banget! Bakal order lagi nanti.,5,2024-12-17,1
user_21834,Smartphone Android,Sangat direkomendasikan untuk semua orang.,4,2024-02-26,1
user_16791,Kursi Lipat,Harga terjangkau dengan kualitas oke.,4,2024-10-21,1
tarihoranjono,Mouse Wireless,"Harga terjangkau, kualitas mantap!",5,2024-11-11,1
user_20879,Celana Jeans,"Mantap, gak nyesel beli di sini.",5,2023-07-23,1
user_19647,Celana Jeans,Sangat puas dengan pelayanan toko ini.,4,2023-01-20,1
user_15481,Parfum Wanita,Penjual sangat ramah dan fast respon.,5,2024-07-22,1
user_22718,Parfum Wanita,Barang datang lebih cepat dari perkiraan.,5,2023-09-29,1
nurilfauziahkomalasari,SKINTIFIC -2pcs Paket-Skincare Set | 5X Ceramide Low pH Cleanser 80ml + 5X Ceramide Barrier Moisturizer Gel 30g Pelembab Pemutih Wajah Calming Brightening Serum Acner Glowing Barrier Anti-Aging ExfolLactic Acidiating Brightening,"Tekstur:memuaskan
Cocok untuk:efektif
Keaslian:asli",5,2025-06-09 20:08,1
hidayatbambang,Sepatu Sneakers,"Sudah belanja beberapa kali, selalu puas.",4,2025-01-25,1
user_22197,Jam Tangan Digital,Produk kotor dan tidak layak pakai.,3,2023-08-15,0
fitrianirahimah,Jam Tangan Digital,Barang sampai dengan aman dan cepat.,4,2024-07-20,1
user_13082,Parfum Wanita,Sangat puas dengan pelayanan toko ini.,5,2024-12-13,1
user_19128,Makeup Set,Produk kotor dan tidak layak pakai.,2,2024-01-12,0
drisartika,"Judydoll Lip Cushion Matte Lipcream - 2gr (Lipstick Super Nyaman, Tahan 12 Jam, Hasil Ringan, Transferproof, Dengan Velvet Matte Finish)","Tekstur:lembut
Warna:sesuai gbr

Bagus",5,2025-06-12 19:10,1
user_3913,Powerbank,Ukuran pas dan sesuai pesanan.,4,2024-12-08,1
user_9873,Keyboard Mechanical,Sudah komplain tapi tidak ada solusi.,2,2023-12-12,0
d*****a,"Judydoll Watery Iron Liptint Gloss - 9gr (Next Level Liptin Lip Gloss, Tahan Lama 12 Jam, Transferproof & Hasil Glossy Dengan Lip Massager)","STOK KONTEN

1 PRODUK 3 KONTEN COMPACT POWDER
UGC 
WINNING VS VIRAL 
OTW PAYDAY SALE - REVISI",5,2025-06-12 15:19,1
elisa29,Tas Ransel,Produk original dan kualitasnya premium.,4,2024-12-05,1
melanidarimin,Powerbank 10000mAh,"Packing rapi banget, penjual ramah.",5,2025-04-21,1
user_21388,Parfum Wanita,Baru dipakai sebentar sudah rusak.,3,2024-01-05,0
hairyantokuswandari,Lipstik Matte,"Harga terjangkau, kualitas mantap!",5,2025-04-21,1
user_9741,Flashdisk 64GB,"Mantap, gak nyesel beli di sini.",4,2023-12-13,1
anggriawanendra,Sandals Pria,Barang sampai dengan aman dan cepat.,5,2025-02-08,1
user_7057,Smartphone Android,Sangat direkomendasikan untuk semua orang.,5,2024-11-27,1
user_21196,Lampu Tidur,Suka banget sama produk ini.,4,2024-05-28,1
user_21065,Powerbank,Sesuai dengan rating dan review yang saya baca.,4,2023-09-03,1
tprasetya,Kaos Oblong,"Sesuai deskripsi, kualitas oke dan tahan lama.",5,2025-04-06,1
user_18200,Jam Tangan Digital,"Mantap, gak nyesel beli di sini.",4,2023-10-26,1
user_11729,Powerbank,Pengiriman sangat lama.,2,2023-09-04,0
jonofarida,Kemeja Polos,"Pengiriman cepat, packing rapi. Recommended!",5,2025-01-02,1
user_14478,Buku Catatan,"Puas banget, terima kasih seller!",5,2023-10-05,1
wahyuniupik,Headset Bluetooth,"Packing rapi banget, penjual ramah.",5,2024-09-14,1
user_5514,Makeup Set,Packing rapi dan aman sampai tujuan.,4,2024-03-29,1
user_19099,Mouse Wireless,"Mantap, gak nyesel beli di sini.",5,2023-05-27,1
zyulianti,Jam Tangan Digital,"Harga terjangkau, kualitas mantap!",5,2025-01-23,1
user_14149,Rak Sepatu,Kualitas di atas ekspektasi saya!,4,2023-07-17,1
user_19896,Celana Jeans,Ukuran pas dan sesuai pesanan.,5,2023-01-16,1
user_701,Sepatu Sneakers,Penjual sangat ramah dan fast respon.,5,2023-11-06,1
user_6683,Flashdisk 64GB,Sudah beli berkali-kali di sini dan selalu puas.,5,2024-08-26,1
saptonolimar,Keyboard Mechanical,Barang sampai dengan aman dan cepat.,5,2024-09-18,1
harja18,Keyboard Mechanical,"Warnanya cantik dan tahan lama, puas banget!",5,2025-02-13,1
galur80,Keyboard Mechanical,"Sesuai deskripsi, kualitas oke dan tahan lama.",5,2025-05-26,1
user_9892,Meja Belajar,Produk sangat bagus dan sesuai deskripsi!,4,2023-05-26,1
vellyspyvel,Sandal Slipper Cewek S.yvs,"Kenyamanan:gk nyaman di tali jempol susah masuk ..maunya ada 2 lobang ditalinya
Keaslian:asli
Kualitas:baik",4,2025-04-08 20:08,1
lsitorus,Mouse Wireless,worth it worth it puas original puas oke puas respon cepat cepat kualitas bagus,5,2025-02-24,1
faizahpuspasari,Keyboard Mechanical,"Respon penjual cepat, barang dikirim hari itu juga.",5,2024-10-31,1
erik11,Tumbler Stainless,"Pengiriman cepat, packing rapi. Recommended!",5,2025-01-16,1
stevenmarshalbentelu,BOSTANTEN Sabuk Pinggang Gesper Otomatis Dapat Disesuaikan Kulit Sapi Asli,"Desain:Mewah
Warna:Mantap
Kualitas:Kuat",5,2025-06-12 21:03,1
user_12900,Flashdisk 64GB,Produk kotor dan tidak layak pakai.,1,2023-08-18,0
user_23290,Keyboard Mechanical,Top banget! Bakal order lagi nanti.,5,2023-02-08,1
user_8899,Jam Tangan Digital,"Mantap, gak nyesel beli di sini.",4,2023-02-04,1
prabalestari,Sandals Pria,"Produk bagus, bahan adem dan sesuai gambar.",5,2024-10-18,1
user_13138,Kemeja Pria,Barang original dan berkualitas.,4,2024-08-11,1
z*****a,COD / SARUNG BANTAL / SARUNG GULING / CUSTOM / POLOS / MOTIF / BANTAL CINTA,"Review jujur!! ini ukuran sarban nya ga nyampe 50x70 jd dipake di bantal agak sempit ngepress gutu, kemarin diukur cm 45x65 🙂",3,2025-05-30 11:54,0
user_23865,Lampu Tidur,Sudah beli berkali-kali di sini dan selalu puas.,4,2023-06-28,1
user_13815,Smartphone Android,Penjual sangat ramah dan fast respon.,4,2023-11-30,1
nwibowo,Kaos Oblong,"Respon penjual cepat, barang dikirim hari itu juga.",4,2024-08-08,1
mandalafathonah,Headset Bluetooth,Barang sampai dengan aman dan cepat.,5,2024-12-11,1
dasaharyanti,Tumbler Stainless,"Sesuai deskripsi, kualitas oke dan tahan lama.",5,2025-04-11,1
eprayoga,Lipstik Matte,"Respon penjual cepat, barang dikirim hari itu juga.",5,2024-07-30,1
rbudiyanto,Sandals Pria,"Respon penjual cepat, barang dikirim hari itu juga.",4,2024-08-21,1
darimin71,Tas Ransel,"Pengiriman cepat, packing rapi. Recommended!",5,2025-01-15,1
user_2651,Kursi Lipat,Penjual sangat ramah dan fast respon.,4,2023-04-07,1
ganjaran34,Sandals Pria,"Warnanya cantik dan tahan lama, puas banget!",5,2025-01-07,1
user_15998,Smartphone Android,Kualitas sangat buruk.,2,2024-08-09,0
user_13872,Lampu Tidur,Kualitas di atas ekspektasi saya!,5,2023-05-06,1
mulyanizulaikha,Headset Bluetooth,"Produk bagus, bahan adem dan sesuai gambar.",4,2025-04-01,1
karen04,Sandals Pria,"Respon penjual cepat, barang dikirim hari itu juga.",4,2025-03-14,1
user_5176,Smartphone Android,Rating tinggi tapi kualitas rendah.,2,2023-04-05,0
hartorahimah,Jam Tangan Wanita,mantap mantap respon cepat respon cepat respon cepat produk ori cepat puas respon cepat oke,5,2025-04-12,1
user_24930,Tas Wanita,Suka banget sama produk ini.,5,2023-03-28,1
irwananggriawan,Parfum Unisex,"Harga terjangkau, kualitas mantap!",5,2024-06-18,1
user_2256,Skincare Serum,Top banget! Bakal order lagi nanti.,5,2023-08-21,1
user_21401,Flashdisk 64GB,Packing rapi dan aman sampai tujuan.,5,2024-11-24,1
user_17814,Parfum Wanita,Rating tinggi tapi kualitas rendah.,3,2024-11-18,0
omandala,Tas Ransel,"Pengiriman cepat, packing rapi. Recommended!",5,2025-04-04,1
galangmanullang,Tumbler Stainless,"Sudah belanja beberapa kali, selalu puas.",5,2024-11-17,1
user_13284,Rak Sepatu,Suka banget sama produk ini.,4,2024-12-01,1
user_3158,Buku Catatan,Barang original dan berkualitas.,5,2024-10-22,1
yanceharyanto,Tumbler Stainless,"Sesuai deskripsi, kualitas oke dan tahan lama.",5,2024-12-20,1
e*****a,SKIN1004 Madagascar Centella Ampoule 100ml,"Tekstur:encer
Daya Serap:cepat
Cocok untuk:bruntusan

baguss, cepat meredakan bruntusan, saya sdh pakai 2 kali",5,2025-06-04 13:14,1
kamal25,Kaos Oblong,"Harga terjangkau, kualitas mantap!",5,2024-09-13,1
user_19142,Smartphone Android,Warna dan bentuk persis seperti di gambar.,4,2024-10-06,1
sihombingprabu,Dompet Kulit,"Packing rapi banget, penjual ramah.",5,2025-04-12,1
user_23988,Rak Sepatu,Sesuai dengan rating dan review yang saya baca.,5,2024-10-08,1
nyamannyemil,SKIN1004 Madagascar Centella Hyalu-Cica Water-Fit Sun Serum SPF50 PA++++,"Tekstur:mantep
Cocok untuk:wajah
Berat:ringan",5,2025-06-11 13:45,1
user_7173,Parfum Wanita,Pengiriman cepat dan aman.,5,2023-02-28,1
user_19231,Parfum Wanita,Harga terjangkau dengan kualitas oke.,4,2023-01-16,1
khidayanto,Kemeja Polos,"Harga terjangkau, kualitas mantap!",5,2024-12-28,1
user_15144,Buku Catatan,Warna dan bentuk persis seperti di gambar.,5,2023-09-08,1
user_608,Meja Belajar,Worth it banget untuk harga segini.,4,2023-01-22,1
maryatisoleh,Powerbank 10000mAh,"Packing rapi banget, penjual ramah.",4,2024-09-05,1
user_4303,Powerbank,"Mantap, gak nyesel beli di sini.",4,2024-07-17,1
prasastaparis,Kaos Oblong,"Packing rapi banget, penjual ramah.",5,2024-09-23,1
wijayagangsa,Tas Ransel,"Warnanya cantik dan tahan lama, puas banget!",5,2025-03-13,1
user_8676,Headset Gaming,Kualitas di atas ekspektasi saya!,4,2024-10-08,1
user_18740,Makeup Set,Terlalu mahal untuk kualitas seperti ini.,3,2024-02-14,0
user_20192,Kemeja Pria,Barang original dan berkualitas.,4,2023-06-17,1
user_1374,Skincare Serum,Kualitas sangat buruk.,2,2023-06-17,0
user_376,Kursi Lipat,Worth it banget untuk harga segini.,4,2024-01-25,1
user_6600,Parfum Wanita,Kualitas di atas ekspektasi saya!,5,2023-03-05,1
halimmahmud,Sepatu Sneakers,"Respon penjual cepat, barang dikirim hari itu juga.",4,2025-03-24,1
hana49,Tas Ransel,"Produk bagus, bahan adem dan sesuai gambar.",5,2025-05-28,1
nalar30,Sandals Pria,"Warnanya cantik dan tahan lama, puas banget!",5,2024-07-11,1
i*****a,SKIN1004 Madagascar Centella Tone Brightening Capsule Cream 75ml,"Tekstur:padat cair
Cocok untuk:semua jenis kulit
Aroma:wangi

Love it. Cream yg ampuh buat kulitku. Selalu repeat order. Makasih seller 🙏😊",5,2025-06-11 18:36,1
user_3118,Parfum Wanita,Sangat direkomendasikan untuk semua orang.,5,2023-03-30,1
user_6764,Kemeja Pria,Terlalu mahal untuk kualitas seperti ini.,1,2024-08-13,0
user_23714,Makeup Set,Worth it banget untuk harga segini.,5,2024-05-26,1
maheswaraputi,Powerbank 10000mAh,"Warnanya cantik dan tahan lama, puas banget!",5,2024-07-10,1
yuliartidadap,Dompet Kulit,"Pengiriman cepat, packing rapi. Recommended!",5,2025-01-04,1
sadina64,Lipstik Matte,"Pengiriman cepat, packing rapi. Recommended!",5,2025-02-01,1
user_3643,Parfum Wanita,Pengiriman cepat dan aman.,5,2024-07-16,1
nta3m5psnz,SKIN1004 Madagascar Centella Ampoule 30ml,"Baru pertama kali order
Pengiriman lama..............
Tp dapet free soothing cream
Smoga cocok",5,2025-06-11 19:09,1
user_11221,Parfum Wanita,Pengiriman sangat lama.,2,2023-10-13,0
prasetyagenta,Jam Tangan Digital,"Pengiriman cepat, packing rapi. Recommended!",4,2024-07-29,1
jailanidian,Celana Jeans,"Harga terjangkau, kualitas mantap!",4,2025-05-13,1
ajimanlestari,Powerbank 10000mAh,Produk original dan kualitasnya premium.,4,2025-04-19,1
user_18706,Skincare Serum,"Barang palsu, bukan original.",2,2023-07-04,0
user_22224,Makeup Set,"Puas banget, terima kasih seller!",4,2023-12-07,1
user_795,Makeup Set,Produk sangat bagus dan sesuai deskripsi!,5,2024-10-01,1
cengkal14,Lipstik Matte,"Produk bagus, bahan adem dan sesuai gambar.",5,2024-09-08,1
t*****n,Oneda Beth Tas Selempang Wanita Slempang Cewek #A8855,"waw my dream bag, so happy... lucu bgtttt
packingan nya aman, dapet dust bag sama paper bag pula
harus nabung lagi ini mah buat model lain awww",5,2025-06-12 12:43,1
asiregar,Lipstik Matte,"Sesuai deskripsi, kualitas oke dan tahan lama.",5,2025-05-21,1
chabibi,Tas Ransel,"Harga terjangkau, kualitas mantap!",4,2025-04-02,1
lidyasantoso,Jaket Hoodie,Barang sampai dengan aman dan cepat.,5,2025-05-31,1
ihassanah,Sepatu Sneakers,Produk original dan kualitasnya premium.,4,2024-07-13,1
anamaga,Keyboard Mechanical,Barang sampai dengan aman dan cepat.,5,2025-02-05,1
gandirahayu,Kaos Oblong,"Produk bagus, bahan adem dan sesuai gambar.",5,2024-06-13,1
jhutapea,Celana Jeans,"Pengiriman cepat, packing rapi. Recommended!",4,2025-02-21,1
user_8781,Rak Sepatu,Suka banget sama produk ini.,5,2024-04-08,1
h*****_,WARDAH Colorfit Ultralight Matte Lipstick - Korean Limited Edition - Lipstick Tahan Lama Hingga 8 Jam - Dilengkapi Vitamin E - Ringan dan Lembut di Bibir - Makeup,"Pesanannya sesuai, packaging aman sekali, warnanya bagus banget untuk ditimpa lipstick warna merah merona. Sedikit mudah luntur dan ketahanannya kurang. Tapi overall bagus...",5,2025-06-13 10:43,1
user_6796,Skincare Serum,Packing rapi dan aman sampai tujuan.,4,2024-11-07,1
prasetyajasmani,Dompet Kulit,"Pengiriman cepat, packing rapi. Recommended!",4,2024-11-05,1
user_2469,Kaos Polos,Produk sangat bagus dan sesuai deskripsi!,5,2023-04-23,1
user_24150,Headset Gaming,Sangat puas dengan pelayanan toko ini.,5,2023-01-09,1
user_12678,Jam Tangan Digital,Sangat puas dengan pelayanan toko ini.,5,2023-04-08,1
user_22626,Flashdisk 64GB,Harga terjangkau dengan kualitas oke.,4,2024-04-24,1
user_4956,Parfum Wanita,"Pelayanan cepat, packing aman, produk oke!",4,2024-11-04,1
zamira45,Parfum Unisex,"Produk bagus, bahan adem dan sesuai gambar.",4,2025-02-12,1
user_12954,Kemeja Pria,"Puas banget, terima kasih seller!",5,2024-04-03,1
hutagalungjabal,Parfum Unisex,"Harga terjangkau, kualitas mantap!",5,2024-08-19,1
user_6768,Buku Catatan,Barang original dan berkualitas.,5,2024-10-24,1
capa10,Sandals Pria,"Harga terjangkau, kualitas mantap!",5,2024-08-28,1
user_12817,Kaos Polos,Harga terjangkau dengan kualitas oke.,5,2024-05-21,1
cawisadikusmawati,Dompet Kulit,"Sesuai deskripsi, kualitas oke dan tahan lama.",5,2025-04-18,1
nirawan,Sandals Pria,"Harga terjangkau, kualitas mantap!",5,2025-04-18,1
novitasaricahyadi,Keyboard Mechanical,"Pengiriman cepat, packing rapi. Recommended!",5,2024-09-28,1
user_24336,Parfum Wanita,Ukuran pas dan sesuai pesanan.,5,2023-04-20,1
maidahidayanto,Parfum Unisex,"Sesuai deskripsi, kualitas oke dan tahan lama.",4,2025-05-16,1
qadriansyah,Keyboard Mechanical,"Respon penjual cepat, barang dikirim hari itu juga.",4,2024-07-09,1
dewipujawati15,Gio Saverino Sepatu Wanita Wedges Berlin Hak Nyaman dan Elegant,"Desain:menarik
Kenyamanan:blum d coba
Warna:bagus

Bagus model bahannya smoga awet 👍👍👍",4,2025-06-13 11:29,1
user_2590,Keyboard Mechanical,Warna dan bentuk persis seperti di gambar.,5,2023-05-31,1
user_20561,Rak Sepatu,Warna dan bentuk persis seperti di gambar.,5,2023-08-18,1
maryatiasman,Tumbler Stainless,"Respon penjual cepat, barang dikirim hari itu juga.",4,2025-05-04,1
xsimbolon,Sepatu Sneakers,Produk original dan kualitasnya premium.,5,2025-01-01,1
uli88,Powerbank 10000mAh,Produk original dan kualitasnya premium.,5,2024-12-15,1
user_3406,Headset Gaming,Harga terjangkau dengan kualitas oke.,5,2024-06-26,1
fnajmudin,Jaket Hoodie,"Respon penjual cepat, barang dikirim hari itu juga.",5,2025-05-03,1
user_8567,Smartphone Android,"Pelayanan cepat, packing aman, produk oke!",4,2024-08-21,1
harimurti99,Powerbank 10000mAh,"Packing rapi banget, penjual ramah.",4,2024-12-21,1
user_2271,Mouse Wireless,Produk sangat bagus dan sesuai deskripsi!,4,2024-12-02,1
maryadimarpaung,Headset Bluetooth,"Produk bagus, bahan adem dan sesuai gambar.",5,2025-04-07,1
wulandarisoleh,Powerbank 10000mAh,"Sesuai deskripsi, kualitas oke dan tahan lama.",4,2025-03-07,1
user_12415,Powerbank,Barang original dan berkualitas.,5,2024-01-09,1
jhariyah,Kemeja Polos,"Respon penjual cepat, barang dikirim hari itu juga.",5,2025-02-01,1
user_19972,Flashdisk 64GB,Penjual sangat ramah dan fast respon.,5,2023-07-04,1
spratiwi,Headset Bluetooth,"Harga terjangkau, kualitas mantap!",5,2025-01-16,1
user_15544,Rak Sepatu,Sangat direkomendasikan untuk semua orang.,4,2023-09-28,1
user_5610,Sepatu Sneakers,Produk tidak sesuai gambar.,2,2023-10-11,0
liaandrialis,Judydoll Watery Iron Liptint Gloss,"Warna:natural lembut orange
Desain:cantik
Aroma:wangi buah

Sennnneng lagi promo beli 1 gratis 1 ...mantaabbbbb sering² aja seller",5,2025-06-12 16:41,1
user_12576,Jam Tangan Digital,"Pelayanan cepat, packing aman, produk oke!",5,2024-12-17,1
kusuma88,Keyboard Mechanical,"Harga terjangkau, kualitas mantap!",5,2024-10-06,1
knashiruddin,Tas Ransel,"Sesuai deskripsi, kualitas oke dan tahan lama.",5,2024-12-09,1
user_10735,Headset Gaming,Baru dipakai sebentar sudah rusak.,1,2023-11-12,0
eman53,Sandals Pria,"Produk bagus, bahan adem dan sesuai gambar.",4,2025-01-28,1
olivadamanik,Keyboard Mechanical,"Produk bagus, bahan adem dan sesuai gambar.",4,2024-07-30,1
user_7240,Mouse Wireless,Sudah beli berkali-kali di sini dan selalu puas.,4,2023-12-06,1
prakosa81,Sandals Pria,Produk original dan kualitasnya premium.,5,2025-01-11,1
user_21055,Makeup Set,"Pelayanan cepat, packing aman, produk oke!",5,2024-10-10,1
usadacakrawangsa,Dompet Kulit,"Warnanya cantik dan tahan lama, puas banget!",5,2024-06-26,1
user_12261,Tas Wanita,Sudah beli berkali-kali di sini dan selalu puas.,4,2023-08-24,1
s*****1,Oneda Liora Dompet Kartu Pria Wanita #W211,"Warna cakep bgtt sesuai ekspetasi, bahan nya bagusss dateng nya juga cepet. Smoga bisa next order 🥰🫰🏻",5,2025-06-11 13:45,1
user_658,Mouse Wireless,Suka banget sama produk ini.,4,2024-04-12,1
amalia33,Sepatu Sneakers,"Sudah belanja beberapa kali, selalu puas.",4,2024-08-31,1
sidiqputra,Powerbank 10000mAh,"Respon penjual cepat, barang dikirim hari itu juga.",4,2025-02-09,1
cengkir03,Powerbank 10000mAh,oke packing aman recommended puas kualitas bagus sesuai oke puas oke,4,2025-06-09,1
user_3929,Parfum Wanita,Sudah beli berkali-kali di sini dan selalu puas.,5,2023-08-20,1
user_21916,Buku Catatan,Sangat direkomendasikan untuk semua orang.,5,2024-04-12,1
kwahyuni,Mouse Wireless,"Sudah belanja beberapa kali, selalu puas.",4,2024-10-14,1
user_8839,Mouse Wireless,Produk sangat bagus dan sesuai deskripsi!,4,2024-07-11,1
user_13494,Jam Tangan Digital,Baru dipakai sebentar sudah rusak.,1,2023-12-04,0
karsasalahudin,Kemeja Polos,"Sudah belanja beberapa kali, selalu puas.",5,2025-05-26,1
natsirrahmi,Parfum Unisex,"Respon penjual cepat, barang dikirim hari itu juga.",5,2024-11-06,1
user_19054,Lampu Tidur,Packing rapi dan aman sampai tujuan.,4,2023-11-15,1
dkurniawan,Jaket Hoodie,"Respon penjual cepat, barang dikirim hari itu juga.",5,2024-11-11,1
user_16837,Lampu Tidur,Barang original dan berkualitas.,5,2024-01-06,1
user_12426,Kaos Polos,Pengiriman cepat dan aman.,5,2024-09-05,1
user_3430,Kemeja Pria,Produk tidak sesuai gambar.,1,2023-05-07,0
qhalim,Tumbler Stainless,"Sudah belanja beberapa kali, selalu puas.",4,2024-08-06,1
user_6520,Headset Gaming,Suka banget sama produk ini.,4,2023-02-18,1
jlestari,Sepatu Sneakers,"Sudah belanja beberapa kali, selalu puas.",5,2024-11-28,1
user_23661,Meja Belajar,Produk sangat bagus dan sesuai deskripsi!,4,2023-08-22,1
dthamrin,Sandals Pria,"Sesuai deskripsi, kualitas oke dan tahan lama.",4,2024-09-26,1
wanisaputra,Headset Bluetooth,"Packing rapi banget, penjual ramah.",5,2024-12-28,1
rahayulukita,Kemeja Polos,"Produk bagus, bahan adem dan sesuai gambar.",4,2025-01-12,1
user_4791,Makeup Set,Produk sangat bagus dan sesuai deskripsi!,5,2023-05-12,1
r*****3,Pengait Resleting Zipper Universal Tas Celana Zip Jaket Cantelan Ritsleting Gantungan Kepala Penarik Sleting Locker Fastener - ox,"Ukuran:pas
Ketebalan:tebal
Desain:oke

Pengiriman sangat cepat, kualitas barang bagus, barang sesuai, kurir ramah, penjual ramah mantebs",5,2025-06-03 05:56,1
najmudinirnanto,Headset Bluetooth,"Sudah belanja beberapa kali, selalu puas.",5,2024-07-28,1
adiibarly,SKIN1004 Magadascar Centella Tea-Trica Soothing Sun Milk 50ml,"Dapat free suncreen terima kasih seller semoga cocok di aku .dan bakal jadi langganan ,barang segede gaban jadi bakalan aweeet",5,2025-05-31 11:58,1
gtmemel,TAS SLEMPANG WANITA SOPHIE MARTIN PARIS  SLING BAG SHOPIE MARTIN ORIGINAL SHOPEE SHOPI SOPI SOFIE MARTIN iAMARANTE,"Desain:estetika dan kwalitas terjaha
Keaslian:autentik
Warna:sesuai espektasi

Barang sudah diterima mksh atas layanannya",5,2025-05-23 14:19,1
user_2752,Meja Belajar,Warna dan bentuk persis seperti di gambar.,4,2024-10-27,1
user_802,Kemeja Pria,Warna dan bentuk persis seperti di gambar.,5,2023-02-03,1
user_14984,Jam Tangan Digital,Packing rapi dan aman sampai tujuan.,4,2024-09-20,1
user_16545,Smartphone Android,Terlalu mahal untuk kualitas seperti ini.,3,2024-05-05,0
tyulianti,Jam Tangan Digital,Produk original dan kualitasnya premium.,4,2024-10-28,1
user_17844,Headset Gaming,Sangat puas dengan pelayanan toko ini.,5,2023-11-27,1
user_10439,Tas Wanita,Penjual tidak merespon chat.,2,2023-08-18,0
kardijanuar,Mouse Wireless,"Respon penjual cepat, barang dikirim hari itu juga.",4,2024-09-29,1
hestilaksita,Sepatu Sneakers,"Pengiriman cepat, packing rapi. Recommended!",5,2024-09-11,1
virawan,Headset Bluetooth,"Packing rapi banget, penjual ramah.",5,2024-09-04,1
user_21260,Rak Sepatu,Barang datang lebih cepat dari perkiraan.,5,2024-04-28,1
melaniaswani,Lipstik Matte,Barang sampai dengan aman dan cepat.,5,2025-02-06,1
user_2779,Kaos Polos,Sudah komplain tapi tidak ada solusi.,1,2023-05-08,0
artawannapitupulu,Keyboard Mechanical,"Sudah belanja beberapa kali, selalu puas.",5,2024-11-22,1
nabilausada,Jam Tangan Digital,"Packing rapi banget, penjual ramah.",5,2024-10-05,1
user_16977,Flashdisk 64GB,Ukuran tidak sesuai deskripsi.,2,2023-12-26,0
kwastuti,Celana Jeans,"Packing rapi banget, penjual ramah.",5,2024-08-04,1
trieashop.id,[NOT FOR SALE]  Wardah Plump & Firm Gel Moisturizer 30 g - Face Care,The best moiturizeeer😍,5,2025-06-13 11:33,1
tampubolondimaz,Keyboard Mechanical,"Pengiriman cepat, packing rapi. Recommended!",5,2025-03-25,1
user_16221,Kursi Lipat,Top banget! Bakal order lagi nanti.,4,2024-11-02,1
vdabukke,Jaket Hoodie,"Harga terjangkau, kualitas mantap!",5,2024-12-21,1
user_2165,Rak Sepatu,Ukuran pas dan sesuai pesanan.,5,2024-02-12,1
ghalimah,Jam Tangan Digital,"Warnanya cantik dan tahan lama, puas banget!",4,2025-05-24,1
user_15816,Kaos Polos,"Mantap, gak nyesel beli di sini.",5,2024-05-28,1
user_16176,Sepatu Sneakers,Sesuai dengan rating dan review yang saya baca.,4,2024-02-06,1
user_2719,Sepatu Sneakers,Packing asal-asalan.,1,2024-12-01,0
user_21855,Tas Wanita,Harga terjangkau dengan kualitas oke.,4,2023-10-25,1
user_11825,Kaos Polos,"Puas banget, terima kasih seller!",5,2024-07-09,1
